	Israel	European	Muslim	SouthAsian	Hispanic	CelticEnglish	EastAsian	African
50	0.9999963340049172	9.979769415092946e-08	1.9523590530885864e-07	2.7175662094146702e-06	8.900991024243672e-08	2.4870327370434215e-08	3.761593481181465e-09	5.35753438901076e-07
51	1.0560743157405723e-07	0.0012277100584339661	1.90046454177531e-10	3.0296549781680496e-11	9.959008777074968e-08	0.9987717158976281	1.1239197591618789e-10	3.685136876758226e-07
52	3.997420909596557e-11	5.996263383880579e-07	4.582033588923416e-17	2.3516468308640293e-12	1.5302595588839334e-11	0.999999397046946	1.2639078745363601e-14	3.269095599547449e-09
53	1.507612173392601e-07	9.673363063164041e-06	0.0005329863942810493	7.582215029326477e-06	3.7610291712248175e-06	0.9994326437506754	5.805908678890979e-09	1.3196680654906156e-05
54	5.791756533561407e-12	8.30239856066715e-07	8.082568210888757e-12	2.0909005349188146e-12	3.72833355305823e-07	0.9999388963006468	1.3177524320999118e-07	5.9768834937871196e-05
55	1.8549547669939457e-05	0.10891980489648088	0.00013825171311192432	0.8027065839705927	0.002095725567899882	0.08497816044151035	0.0010957211880024014	4.7202674725811694e-05
56	4.4783669849189625e-14	0.9989491486514138	2.699437011605411e-13	2.614919180565495e-11	3.1785082416129906e-08	0.0010508128079533292	2.1075960867595928e-14	6.729074689010942e-09
57	0.043050600401030654	0.00021397297882598458	0.004271363170623342	0.0034650730233195914	8.254058022671007e-05	0.9401820448151075	5.908976387651169e-06	0.008728496054488642
58	0.00010312981621206039	0.004229612234956698	0.0008858038202632742	0.005238432164996196	0.00014985994497365997	0.1959637495090649	8.548455135121223e-05	0.7933439279581838
59	1.5148632173006724e-05	1.2008202713375195e-05	5.668076586834942e-08	1.4034023656831077e-05	8.548293284049657e-05	0.9998398408870293	3.1209345271080397e-09	3.34255198812458e-05
60	1.748033875463696e-11	0.9998875993869244	4.7942479791670596e-11	8.114984213115343e-13	1.8233080586307195e-10	5.848877754020683e-08	3.978483034525236e-12	0.00011234187173775217
61	0.20190003670734755	0.43900708555967466	2.0966766251446535e-07	3.447816527414211e-07	1.646231237261895e-09	0.35874604383893693	2.9271208718590413e-09	0.000346274871361226
62	7.141195631722827e-13	0.732695007178826	5.054793169818039e-12	2.2200202588130896e-09	8.058947376194537e-08	0.2672999027413783	7.296360496528671e-09	4.999968169581745e-06
63	5.524021467973582e-12	0.2895074330330946	7.733966624552194e-14	9.474495973486064e-14	0.7104921142234847	2.65549829449311e-07	2.0173337822611397e-15	1.8718789499211016e-07
64	2.805673596915985e-11	0.9960301658150309	2.640442392264821e-11	4.15294954528599e-09	0.0039033520530774315	6.521949277808671e-05	3.6302369534977437e-11	1.258395389974301e-06
65	1.4229786302161937e-09	0.9997201152090956	1.1575337456815492e-08	4.279531211678319e-07	1.2289325800427765e-06	0.00012869227877327928	3.2972040114737567e-09	0.00014951933090594173
66	2.513066996442524e-17	8.12587013510873e-10	1.5392063863651722e-19	3.34094827024894e-15	3.748339652490139e-14	0.9999999974081106	1.181202270102712e-15	1.7792564312140155e-09
67	2.5384791198743995e-11	0.015928738198013177	4.481477036743409e-13	2.0058549051697844e-11	3.684461231411181e-08	0.9840711172036523	5.5031792210829385e-09	1.0220465184487565e-07
68	9.827092967236614e-08	0.9766824985435808	1.6784534120405982e-07	1.1845610195900631e-05	0.020287795262279713	0.002982718219430289	7.746171857504434e-07	3.410163104416913e-05
69	1.0984614644111253e-12	0.3236258897878157	3.721319560606598e-09	1.274599292853426e-06	0.007403645199284446	0.668891931105593	2.991403566751318e-08	7.722567155938688e-05
70	8.349089019431151e-05	0.0019953015952867493	2.9616407538685544e-06	1.1230063486889064e-08	1.2629913132108908e-06	0.9979152970818194	3.182344578651372e-11	1.6745387318571705e-06
71	4.298766369208202e-11	1.1425336672748879e-05	4.5511159843974726e-08	7.313285520640283e-08	1.3722177075749411e-06	0.9997937568020104	1.0459350822584058e-08	0.00019331649723833063
72	1.1455751332578294e-09	0.000679153934900494	2.114812576397718e-17	2.893835380993914e-14	2.6267383805035328e-11	0.9993208444238793	8.223023600354271e-14	4.692546185234794e-10
73	1.250306622799891e-09	0.1568204651836028	8.966476666018759e-12	2.557911217225166e-11	3.461845031022511e-08	0.8431792517952935	3.3881537484339636e-13	2.471174509729186e-07
74	1.058496481561448e-09	0.9999980647352767	1.0027092004784477e-06	1.9541031769309574e-10	9.192020382038436e-07	1.2050013901716381e-08	4.4637944002361455e-11	4.915029152675767e-12
75	7.711710989110092e-13	3.509056980701322e-08	6.803506313801407e-13	2.7573430007977996e-09	1.4405863495236368e-09	0.9999998875795689	2.7261512525392465e-09	7.040431978743083e-08
76	8.112052470308348e-20	1.9577262417029255e-10	1.1765826026326306e-20	8.562120715670557e-17	0.9999999998040607	1.6654586854916255e-13	1.5904600153731712e-22	2.293168859468739e-15
77	2.00619650174677e-13	3.1480736618267165e-06	7.529137740797907e-10	4.787529016627934e-12	0.9999925598105461	4.291115197705488e-06	3.573392925342665e-11	2.069410830355949e-10
78	3.155746816377085e-10	8.378305179208168e-12	7.971128585012911e-15	1.5960946384809178e-13	2.124647530644175e-13	0.9999999951299827	3.838024421971116e-15	4.5456811762351936e-09
79	6.638024965706901e-15	4.371080291153908e-08	8.072994773884082e-13	2.305128530157225e-09	2.0626476163023494e-11	0.9999999414515787	1.6648161757462152e-12	1.2509391984572224e-08
80	5.27820419888952e-20	3.648604842627494e-12	8.00363890504439e-16	4.516654671783871e-14	6.497700233878753e-15	0.9999999840034662	5.898090186808189e-14	1.599277701491622e-08
81	0.8939181924538888	0.0024405805101408635	6.206712659297102e-06	0.0005639942386139473	6.13566702749569e-05	0.04601107620516389	3.1666529687072713e-07	0.0569982765439688
82	1.2037873666280779e-08	0.030239930758983832	1.0328585846293505e-08	1.0720225605848426e-07	2.3141963093801067e-05	0.9693176269401482	1.8591216420024984e-08	0.0004191521778446843
83	3.486957321560185e-14	1.0974629465584571e-05	1.0112889184994281e-11	3.0418087992469223e-09	2.4616433475937697e-09	0.9999881583698133	1.4885602697554614e-13	8.614869840674537e-07
84	2.987279462564506e-10	0.999947616764095	4.693500156361022e-05	2.9718094214720665e-06	1.8374436200227482e-06	1.2507833910964177e-08	9.037536925312315e-08	5.357993862562463e-07
85	4.493817726167307e-09	0.9999997466681273	3.7547097127997736e-08	3.4731311867951054e-09	2.6935853721121493e-09	2.0262004670689466e-07	2.2946505507843065e-09	2.0954022055564103e-10
86	7.0882877595513944e-06	1.2154288053444218e-10	4.2106291697765743e-10	1.5986912049883798e-09	0.99999290336828	1.899908133967284e-12	1.6098896675906924e-11	6.184689340117549e-09
87	0.022775980450946327	0.1113587182659216	0.10656044060015525	0.004404580269735672	0.02396245390118087	0.7257932476201048	0.0007524647557454881	0.004392114136212625
88	1.7055593760400577e-06	0.0003806271993371949	2.438721229373543e-10	5.069709431693621e-13	3.0723902067353806e-10	0.9996176064882525	3.5838639195917675e-15	6.020141761131531e-08
89	9.71747161849553e-10	0.00037769346785222437	2.3483592837049864e-11	1.1775947166649517e-10	4.536478941100558e-05	0.9995173248221256	3.488765449913395e-10	5.961545874403939e-05
90	0.9774014907580495	0.018087157227637787	3.151672658840432e-08	8.115017907366532e-07	0.0013723817788036722	0.0031369311647019018	2.5621070011982205e-08	1.170431214004007e-06
91	1.9170332683070566e-10	3.0494129545691065e-05	6.873466966411538e-11	3.5354199833033343e-09	4.814513662342175e-09	0.9999693323941535	2.8331701665774375e-11	1.6483758910001837e-07
92	0.0014888908452072855	0.7196366039737884	8.514187186074109e-06	0.00010504889197319886	1.6439976122232563e-05	0.2777834353929296	1.5390431057516707e-05	0.0009456763017138964
93	5.791756533561407e-12	8.30239856066715e-07	8.082568210888757e-12	2.0909005349188146e-12	3.72833355305823e-07	0.9999388963006468	1.3177524320999118e-07	5.9768834937871196e-05
94	0.0005033841326124619	0.17982252502992935	0.25096363246736364	0.0289224898195603	3.310345572226413e-06	0.3413994228696576	0.18622753984707663	0.012157695488230598
95	0.1742287835055538	0.5628650447972596	0.004448148324702195	0.16365868792716842	0.06776173569296828	0.024790648741222318	0.001567004811119597	0.000679946200013754
96	1.191953911449163e-10	0.0024551767542578653	7.625035506423842e-14	1.0433395168794964e-10	6.815980637564067e-08	0.9975441622498521	4.277293924937745e-12	5.926082042394263e-07
97	7.986404314608908e-05	0.00456752748030739	1.794307400770425e-05	5.984764202701529e-08	4.130882872799102e-05	0.9952902952779384	1.958837732333011e-10	3.001252353124018e-06
98	4.9219273910873046e-05	4.033785118853613e-06	1.142864841578727e-12	3.165309394154078e-13	4.7984573400429924e-09	0.9999466565758216	4.422019262161921e-12	8.55608136777243e-08
99	3.054391897261023e-15	1.3173102103414917e-08	1.1822129909216202e-16	1.8278306419793714e-15	1.2974161141725699e-13	0.9999999868202282	3.404296548308496e-18	6.547565764848772e-12
100	2.6764596687613194e-11	5.782867604466062e-07	2.235318992492688e-13	3.0020552884247086e-08	4.354939703537724e-07	0.9999982023071354	2.656380399870113e-07	4.882265518246681e-07
101	1.7462446574855542e-11	6.322918863084612e-07	9.030969691737935e-14	9.32306822026081e-12	1.1788397665298619e-12	0.999999084116489	2.6197491136571394e-10	2.8330158672471645e-07
102	4.841865409014169e-08	3.543001694253168e-05	3.9276406097018576e-07	0.7759273803333886	2.9739152427594355e-05	0.01618629577248114	0.008925175027310554	0.19889553851472477
103	0.001620455112539885	0.22609681951505883	0.0011175877472344954	0.0001341891687041141	0.026981125471644853	0.6952456060695787	1.989697609347793e-05	0.04878431993914368
104	0.05357143665666361	0.6531536779773791	0.002790761179644736	2.3604239321732254e-07	0.0012776034049219905	0.27277313692107646	1.0402903473640347e-07	0.01643304378888475
105	5.567409896917743e-10	0.0014730513202106806	8.718997826582665e-10	7.599328132016956e-08	0.000984204527783725	0.9974885430454746	2.1174766884074436e-09	5.412156712784406e-05
106	1.9257582318699736e-11	0.9840224525071833	1.9136734194760075e-08	2.950116704150038e-08	4.6053040339247214e-06	0.01595815163892756	6.253197554237767e-11	1.4741830181724431e-05
107	0.0003263808113264061	0.03608963273522989	0.00017666802411733267	1.7983470995110468e-07	8.575807381714682e-07	0.963330579972837	9.638631801604556e-07	7.473717785448331e-05
108	0.00023856993152071546	0.999629409954787	3.9610707249551345e-05	4.481224408965909e-08	1.960179351251665e-06	1.3839926272411452e-08	8.983007273206866e-10	9.038967662794606e-05
109	1.284788049102804e-05	0.14236519756574514	4.281965669261764e-09	6.43757017539701e-07	0.005499903752028597	0.851970641040019	8.608868182559459e-08	0.0001506756340439558
110	0.9999963340049172	9.979769415092946e-08	1.9523590530885864e-07	2.7175662094146702e-06	8.900991024243672e-08	2.4870327370434215e-08	3.761593481181465e-09	5.35753438901076e-07
111	8.023554963225413e-12	8.992358178752126e-10	4.229744395248044e-09	1.1069873598647077e-06	6.99457092036275e-11	0.9999975917295965	1.4204014701583596e-11	1.296061884511167e-06
112	4.953173286225301e-16	0.34802668768321754	6.013781539866118e-14	6.180063041373385e-12	3.943308992434446e-08	0.6519018345679434	1.1021588821438514e-11	7.14382984874176e-05
113	5.622293188122091e-12	2.1073216976682757e-09	1.0123451000796618e-14	2.842799466520342e-11	6.886031350510895e-16	3.20100589427146e-11	0.9999999971451672	6.814345155380164e-10
114	9.836312827324744e-08	0.9999633994550284	1.9112562983465317e-06	1.9582081817631102e-08	4.7250629378283665e-06	2.9841750646987163e-05	1.8599827038659152e-10	4.343886919281807e-09
115	1.1522557763577957e-06	0.00013891408690919413	2.7957619372001572e-09	9.942133470270297e-09	8.603101911541327e-10	0.9998589504967098	9.014600441921006e-11	9.694722460902942e-07
116	8.68414779568282e-09	4.385490309791468e-05	5.587605819015944e-10	6.30961864282721e-10	1.5798800749501764e-06	0.999937969298135	3.126921829722975e-11	1.658601355976449e-05
117	4.2437462968169047e-07	0.25462585564562756	4.382967088508119e-05	0.17700209328351577	0.15017510413876853	0.4111629112695252	1.2039113278378544e-06	0.006988577705721485
118	1.8462386521819156e-05	0.020794410911673153	0.13180070626705287	0.8464113479994136	3.529315458765201e-05	0.0006684698444419525	1.96477185732119e-05	0.00025166171772810246
119	0.05357143665666361	0.6531536779773791	0.002790761179644736	2.3604239321732254e-07	0.0012776034049219905	0.27277313692107646	1.0402903473640347e-07	0.01643304378888475
120	8.035752008731447e-14	0.9999999993816289	7.432749057273395e-14	3.742500723797086e-12	2.4376079520409307e-14	6.144159564722465e-10	1.2648685797727678e-16	2.112697115598068e-15
121	1.0406878390042124e-13	1.3334863532572497e-09	1.8187674650872811e-10	1.2284363107866288e-08	4.1100968761377e-08	0.9999877963402358	6.4730850970290446e-12	1.2148752496502985e-05
122	1.6954266876888178e-11	0.004687102699678631	3.158019311539319e-10	1.8100685305007441e-09	0.006847574327821531	0.988465254638818	8.765774041218488e-12	6.618209383957449e-08
123	4.448981146732053e-19	0.9968967560165441	6.61629187014845e-16	3.9841010261451196e-14	2.613334296312447e-10	0.0030935518139681042	1.0956194992256728e-14	9.691908144984922e-06
124	1.250306622799891e-09	0.1568204651836028	8.966476666018759e-12	2.557911217225166e-11	3.461845031022511e-08	0.8431792517952935	3.3881537484339636e-13	2.471174509729186e-07
125	1.6043566877937083e-14	1.9661830418933927e-07	3.093850050722911e-17	7.793952183717699e-14	1.8125790702062392e-12	0.9999998026943809	4.521164245858984e-16	6.854089623299019e-10
126	2.6962970300388885e-06	0.001558999277813598	0.001860615742324811	0.0009282815568080271	0.00035924023020788177	0.08741842165606453	0.822345278500007	0.08552646673974397
127	1.0560743157405723e-07	0.0012277100584339661	1.90046454177531e-10	3.0296549781680496e-11	9.959008777074968e-08	0.9987717158976281	1.1239197591618789e-10	3.685136876758226e-07
128	0.003640742166017058	0.0022606293259985564	4.59151309650904e-08	3.862747897500878e-09	2.033236638366892e-06	0.9940042685207514	3.0038605912089646e-11	9.227694266844341e-05
129	2.5357953012143653e-08	7.069827451799215e-05	2.9701951378501506e-15	6.776099864881197e-17	3.2944617019990943e-10	0.9999292609560845	7.78904019756211e-16	1.5082016117002965e-08
130	5.207764651476252e-10	7.409337676187663e-05	4.909466776379981e-10	3.785400715678202e-10	0.0010007399716859045	0.9989243715764672	1.2194706805522354e-12	7.936835926176699e-07
131	1.9343104194371283e-06	2.9938299212022795e-08	1.2797011204064419e-09	0.004491695723715094	1.2050388931284647e-11	0.995473804280025	2.461308206032933e-05	7.921373734572018e-06
132	3.2044519227433407e-09	3.890200523032673e-08	5.4998893351945845e-12	3.938343636446379e-09	1.0881485962273168e-08	0.9999993310118889	3.738138531618357e-11	6.12018945928172e-07
133	5.1030523630232995e-15	7.952348132051181e-10	3.709430305649926e-17	2.058424434146779e-13	2.2382637102115775e-11	0.9999999979316527	4.667604614605686e-19	1.2505191222701152e-09
134	1.7055593760400577e-06	0.0003806271993371949	2.438721229373543e-10	5.069709431693621e-13	3.0723902067353806e-10	0.9996176064882525	3.5838639195917675e-15	6.020141761131531e-08
135	3.962279709789141e-05	0.0023947203085342185	0.00022383296742662067	0.9951057634903382	3.407344103501817e-05	0.0016413963954890615	0.0005219140665776583	3.867653350510406e-05
136	3.155746816377085e-10	8.378305179208168e-12	7.971128585012911e-15	1.5960946384809178e-13	2.124647530644175e-13	0.9999999951299827	3.838024421971116e-15	4.5456811762351936e-09
137	1.3110480911544578e-08	0.0026950684609888427	6.68898888893403e-08	4.587976126026432e-08	1.8865635760239592e-05	0.9951844124408906	1.5417525061146427e-07	0.002101373406978934
138	1.5129141852387098e-19	7.33490354707703e-17	1.1897142535141361e-21	2.8523178312208827e-18	3.0906203533551923e-14	0.9999999999996874	3.774056879008222e-18	2.962383377010177e-13
139	1.1113470675203577e-05	0.8513768820714835	2.494522388590683e-12	6.972427570346499e-12	1.5778421590092944e-06	0.14858216143430023	1.3359763538232332e-14	2.8265171920868547e-05
140	1.4289754529571517e-10	6.393413571908262e-05	2.7896884802617948e-09	1.7428835262883473e-07	5.041033326216905e-06	0.99992712019404	2.52924483818205e-08	3.7021235353072638e-06
141	2.1654042924530753e-18	6.01230869067909e-15	8.482659074615093e-17	4.7997907174456115e-17	1.0026964556242506e-15	0.9999999999952962	2.972158643835299e-16	4.695804325401753e-12
142	1.1659095809601329e-09	0.000151409751147356	2.869647057746279e-05	3.891407302862627e-06	2.1862810657839812e-09	0.9998063386539302	5.8079418845702546e-06	3.852422962394669e-06
143	2.4680562741453365e-05	1.1178613265897515e-05	2.359612286506641e-06	1.2493331530395944e-05	5.0060667924651194e-05	0.9984127245358897	0.0005715168985302414	0.0009149857778261364
144	1.2322602033666915e-15	2.2091013819010273e-11	2.6967053184982712e-14	6.764907661239294e-13	2.0324905330492537e-08	0.9999580168988165	2.328533134791855e-14	4.196275345899884e-05
145	6.10896782189992e-05	0.0001922036533009585	4.492149856944415e-06	0.0009953804526459406	2.0992036921159586e-05	0.06211128516250199	1.2292788799319716e-05	0.9366022640777487
146	4.886133812236905e-12	6.106801927855992e-11	2.805381266376353e-11	0.9999999380117136	3.7539766916553025e-10	5.987019784360318e-08	1.5043597396973094e-09	1.4432259647017489e-10
147	1.019211011726678e-15	1.9730520932068635e-10	1.1673488714664404e-16	1.256691667165666e-10	4.637920255983713e-08	0.9999999338079584	1.075414649557483e-14	1.9489852390029552e-08
148	5.362351767934608e-12	0.007566949662776842	1.4757424022773743e-07	3.0118833933284304e-11	4.949732484258086e-05	0.9923784465973289	4.326405336828561e-09	4.95447892875058e-06
149	3.1539724601267883e-13	3.918196458622369e-12	5.014435529544761e-13	1.8557580102532483e-10	5.2222554237478115e-11	0.9999999911049429	5.610037551769858e-12	8.646908951547062e-09
150	8.921342599352678e-10	8.755706515235947e-09	1.2090845687260346e-10	1.4526729267983678e-11	2.7585353312376756e-08	0.999978659857053	6.528524205391909e-12	2.1302767791107694e-05
151	8.68686485798836e-06	0.004662564766629339	2.3063184109414756e-07	1.1646868035008642e-05	0.007329067527719795	0.9879816708181128	9.020729831344989e-07	5.230449820623879e-06
152	4.4746600906302766e-05	8.888423268718354e-05	0.003642842009201658	0.01323824761007329	1.5715994055838173e-07	0.9799632598181713	2.6610856051038446e-06	0.00301920148341443
153	7.9311405744793e-12	8.43122575252938e-06	9.568277362172523e-12	4.0448929139096154e-11	2.401261091100272e-06	0.9999868840218622	3.2672896469008597e-12	2.283430065655892e-06
154	1.0560743157405723e-07	0.0012277100584339661	1.90046454177531e-10	3.0296549781680496e-11	9.959008777074968e-08	0.9987717158976281	1.1239197591618789e-10	3.685136876758226e-07
155	4.0799637970769173e-07	1.0257439389261877e-06	2.200923468279212e-08	4.86895614054108e-07	0.9997803203686753	3.3476431712821607e-07	2.0406296447518206e-05	0.0001969959254135457
156	5.13338578946273e-12	9.213843076699053e-06	1.0937386202453654e-09	1.021334356608702e-10	0.00014259367988438324	0.9998479346405768	2.6912887675594434e-12	2.566327696821923e-07
